               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  68,            0.033624,           0.0096338,            0.058276,            0.018145,             0.12644,            0.069037,            0.033113,            0.031135,            0.018099,            0.053026,            0.007789,            0.007789,            0.007789
                  69,            0.040411,            0.011394,            0.063035,            0.028099,              0.2931,             0.11342,            0.063647,            0.031833,            0.015387,            0.051725,            0.007756,            0.007756,            0.007756
                  70,             0.03615,            0.010406,            0.063081,             0.13468,             0.31139,             0.19979,            0.091263,             0.02974,            0.011759,            0.050046,            0.007723,            0.007723,            0.007723
                  71,            0.035117,            0.010675,            0.055955,            0.024305,             0.48851,             0.13832,            0.068509,            0.037482,            0.012033,            0.051465,             0.00769,             0.00769,             0.00769
                  72,            0.038374,            0.010971,            0.062574,             0.44465,             0.18824,             0.22068,              0.1075,            0.030065,           0.0086632,            0.047409,            0.007657,            0.007657,            0.007657
                  73,            0.039423,            0.010125,            0.058677,             0.22362,             0.20279,             0.19036,             0.10057,            0.031159,            0.011559,            0.047172,            0.007624,            0.007624,            0.007624
                  74,            0.036475,            0.011188,            0.063691,             0.44337,             0.23532,             0.29145,             0.14783,            0.030615,           0.0086803,            0.043755,            0.007591,            0.007591,            0.007591
                  75,             0.03948,            0.010254,            0.064275,             0.45753,             0.46292,             0.37769,             0.20152,            0.025948,           0.0059958,            0.043826,            0.007558,            0.007558,            0.007558
                  76,            0.042234,            0.011607,            0.062188,             0.40183,             0.43672,             0.38249,             0.18037,            0.027405,           0.0060883,            0.042525,            0.007525,            0.007525,            0.007525
                  77,            0.032625,            0.010894,            0.054467,             0.32501,             0.56006,             0.40535,             0.20233,            0.023946,            0.005455,            0.042347,            0.007492,            0.007492,            0.007492
                  78,            0.037243,            0.010819,            0.060996,             0.39287,             0.51433,             0.40063,             0.17048,            0.028704,           0.0056496,            0.043506,            0.007459,            0.007459,            0.007459
                  79,            0.035828,           0.0099915,            0.061129,             0.33948,             0.36385,             0.32982,             0.17938,            0.024922,           0.0068569,            0.043932,            0.007426,            0.007426,            0.007426
                  80,             0.03967,            0.011578,             0.06296,             0.33517,            0.086207,             0.12753,            0.047399,              0.0431,           0.0094318,            0.047894,            0.007393,            0.007393,            0.007393
                  81,            0.035422,            0.010427,            0.055357,             0.34199,             0.38807,             0.41469,             0.24487,            0.022761,            0.006505,            0.043896,             0.00736,             0.00736,             0.00736
                  82,            0.037417,            0.011928,            0.062856,             0.39575,             0.29885,             0.32252,             0.16923,            0.023824,           0.0082874,            0.043128,            0.007327,            0.007327,            0.007327
                  83,            0.037028,            0.010383,            0.057603,             0.31961,             0.46046,             0.44204,             0.22624,            0.024369,           0.0060225,            0.042241,            0.007294,            0.007294,            0.007294
                  84,            0.039336,            0.009988,             0.05584,             0.34835,             0.35638,             0.34039,             0.18203,            0.024178,            0.007513,            0.044429,            0.007261,            0.007261,            0.007261
                  85,            0.038489,            0.010393,            0.059914,             0.29319,             0.39348,             0.39065,             0.18786,            0.026467,           0.0063601,            0.043766,            0.007228,            0.007228,            0.007228
                  86,            0.033684,            0.010807,            0.049953,             0.24042,             0.48946,             0.41993,              0.2296,             0.02297,           0.0058279,            0.043672,            0.007195,            0.007195,            0.007195
                  87,            0.030301,            0.010955,            0.052014,             0.27101,             0.31268,             0.34527,             0.17812,             0.02404,            0.006299,            0.046522,            0.007162,            0.007162,            0.007162
                  88,            0.031958,            0.010215,            0.051598,             0.26459,             0.37222,             0.31742,             0.14341,             0.02879,           0.0067234,            0.049786,            0.007129,            0.007129,            0.007129
                  89,            0.038523,            0.010122,            0.059654,              0.3122,             0.45241,             0.32887,             0.13411,            0.028598,           0.0066624,            0.045658,            0.007096,            0.007096,            0.007096
                  90,            0.034208,            0.010765,            0.058928,              0.2798,             0.39843,             0.34063,             0.19604,            0.025074,           0.0071173,            0.048698,            0.007063,            0.007063,            0.007063
                  91,            0.038063,           0.0099224,            0.061237,             0.38959,             0.23563,             0.20654,            0.081437,            0.036487,            0.009222,            0.050554,             0.00703,             0.00703,             0.00703
                  92,            0.033264,            0.011333,            0.056868,             0.24639,             0.48449,             0.32714,             0.16294,            0.025739,           0.0059414,            0.049975,            0.006997,            0.006997,            0.006997
                  93,            0.037228,            0.010656,            0.054459,             0.30854,             0.42668,             0.33314,             0.13279,            0.030554,           0.0055933,             0.04936,            0.006964,            0.006964,            0.006964
                  94,            0.035046,            0.010525,            0.054586,             0.39754,             0.29167,             0.25262,             0.13407,            0.031603,           0.0060854,            0.058797,            0.006931,            0.006931,            0.006931
                  95,            0.031787,           0.0097896,            0.047046,            0.022908,             0.51149,             0.13337,            0.057548,            0.031853,            0.012167,            0.055462,            0.006898,            0.006898,            0.006898
                  96,            0.032295,           0.0099286,            0.047312,             0.34068,             0.21375,             0.21151,             0.11282,            0.026528,           0.0099106,            0.057945,            0.006865,            0.006865,            0.006865
                  97,            0.040298,            0.010313,            0.052674,             0.30631,             0.36659,             0.31062,             0.16924,            0.024437,           0.0065546,            0.054137,            0.006832,            0.006832,            0.006832
                  98,            0.035708,            0.010639,            0.056991,             0.34296,             0.43781,             0.34431,             0.21727,            0.020266,           0.0058022,            0.057922,            0.006799,            0.006799,            0.006799
                  99,            0.037468,           0.0098016,            0.052536,             0.21489,             0.31859,             0.34069,             0.17133,            0.024888,           0.0063572,            0.053925,            0.006766,            0.006766,            0.006766
                 100,            0.036869,            0.011234,            0.053184,             0.27257,             0.41789,             0.36302,             0.17668,             0.02539,           0.0062475,            0.052624,            0.006733,            0.006733,            0.006733
                 101,            0.033623,            0.010229,            0.046071,             0.35441,             0.39678,             0.36383,             0.21778,             0.02226,           0.0057745,             0.05435,              0.0067,              0.0067,              0.0067
                 102,            0.035794,            0.010376,            0.053969,             0.36075,             0.25287,             0.28024,             0.16394,            0.031804,           0.0070496,            0.056999,            0.006667,            0.006667,            0.006667
                 103,             0.03393,            0.010506,            0.051221,             0.32151,             0.23266,             0.22084,             0.10826,            0.027388,            0.013294,             0.05286,            0.006634,            0.006634,            0.006634
                 104,            0.031107,            0.010113,            0.053245,            0.040019,             0.45977,             0.15172,            0.073539,            0.030566,            0.015211,             0.05182,            0.006601,            0.006601,            0.006601
                 105,            0.031445,             0.01017,             0.05642,             0.29544,             0.37356,             0.35333,             0.18631,            0.026836,           0.0056314,            0.047976,            0.006568,            0.006568,            0.006568
                 106,            0.034184,             0.01025,            0.048674,             0.28749,             0.50635,             0.36598,             0.19315,            0.021904,           0.0053835,            0.048792,            0.006535,            0.006535,            0.006535
                 107,            0.034194,            0.010535,            0.051471,             0.31993,             0.48531,             0.40504,             0.22892,            0.023159,           0.0058031,            0.048012,            0.006502,            0.006502,            0.006502
                 108,            0.035944,            0.010135,            0.051092,             0.45608,             0.17378,             0.24358,             0.11822,            0.034247,            0.010963,            0.048556,            0.006469,            0.006469,            0.006469
                 109,            0.034508,            0.011417,            0.049822,            0.036584,             0.52299,             0.17634,             0.10424,            0.034989,            0.011627,            0.050566,            0.006436,            0.006436,            0.006436
                 110,            0.031905,            0.011092,            0.046545,             0.34302,             0.53054,             0.43148,             0.26435,            0.021454,           0.0060549,             0.04392,            0.006403,            0.006403,            0.006403
                 111,            0.032001,            0.010036,            0.040676,             0.38586,             0.38605,             0.30072,             0.13436,            0.028431,           0.0094376,            0.047633,             0.00637,             0.00637,             0.00637
                 112,             0.03698,           0.0095184,            0.050098,             0.37148,             0.54266,             0.43523,             0.24024,            0.026129,           0.0057478,            0.045647,            0.006337,            0.006337,            0.006337
                 113,            0.036996,           0.0091519,            0.046306,             0.37981,             0.54785,             0.42138,             0.23135,            0.024133,            0.005784,            0.046652,            0.006304,            0.006304,            0.006304
                 114,            0.034628,           0.0099216,            0.053908,             0.32273,             0.48935,             0.36055,             0.20913,            0.022405,           0.0063686,            0.047929,            0.006271,            0.006271,            0.006271
                 115,            0.037447,            0.010588,            0.047603,             0.29778,             0.33799,             0.31348,             0.19611,            0.023472,           0.0073843,            0.052269,            0.006238,            0.006238,            0.006238
                 116,            0.034519,            0.010419,            0.047807,             0.26006,             0.38836,             0.34452,             0.20843,              0.0209,           0.0061598,            0.051843,            0.006205,            0.006205,            0.006205
                 117,            0.030115,           0.0097191,            0.040667,             0.38528,             0.31458,             0.34545,             0.19662,             0.02291,           0.0072441,            0.054398,            0.006172,            0.006172,            0.006172
                 118,            0.036156,            0.011219,            0.048844,             0.37327,             0.28557,              0.2914,             0.15389,            0.029921,           0.0082283,            0.056432,            0.006139,            0.006139,            0.006139
                 119,            0.035264,            0.011292,            0.044453,             0.34346,             0.30945,             0.35766,             0.19751,            0.020696,           0.0066214,            0.053759,            0.006106,            0.006106,            0.006106
                 120,            0.032248,           0.0099854,            0.048208,             0.33832,             0.50502,             0.36456,             0.19248,            0.022558,           0.0064869,            0.049833,            0.006073,            0.006073,            0.006073
                 121,            0.034291,           0.0099431,            0.048502,             0.35113,             0.36248,             0.37613,              0.2174,            0.027628,           0.0067196,            0.048568,             0.00604,             0.00604,             0.00604
                 122,            0.033717,            0.011118,             0.04202,             0.31658,             0.34027,             0.36398,             0.19764,            0.026445,           0.0078096,            0.047811,            0.006007,            0.006007,            0.006007
                 123,            0.031904,           0.0096597,            0.045811,             0.44244,             0.26586,             0.30158,             0.18026,            0.024525,            0.010609,            0.047775,            0.005974,            0.005974,            0.005974
                 124,             0.03509,            0.010173,            0.047762,             0.04584,             0.47701,             0.19517,             0.12196,            0.026258,            0.014744,            0.053522,            0.005941,            0.005941,            0.005941
                 125,            0.029863,           0.0092178,            0.039588,            0.057061,             0.34483,             0.20505,             0.12743,              0.0284,            0.013315,            0.053688,            0.005908,            0.005908,            0.005908
                 126,            0.035749,           0.0098134,            0.042805,             0.61798,            0.091354,             0.14522,            0.068327,            0.037586,           0.0098114,            0.056621,            0.005875,            0.005875,            0.005875
                 127,            0.035422,            0.010963,            0.046704,             0.34122,             0.24346,             0.26572,              0.1653,            0.026569,           0.0094643,            0.052624,            0.005842,            0.005842,            0.005842
                 128,            0.030494,           0.0089572,            0.039285,             0.44389,              0.2886,             0.36729,             0.22579,            0.023526,           0.0065165,            0.055415,            0.005809,            0.005809,            0.005809
                 129,            0.034326,             0.01046,            0.042021,             0.54244,             0.32868,             0.36143,             0.21309,            0.021876,           0.0064974,            0.058986,            0.005776,            0.005776,            0.005776
                 130,            0.038113,            0.010509,            0.044208,             0.54395,             0.26536,             0.35822,             0.21063,            0.022359,           0.0072412,            0.060925,            0.005743,            0.005743,            0.005743
                 131,            0.036196,           0.0097826,            0.042257,              0.2791,              0.3908,             0.28557,             0.18306,            0.025237,            0.010607,            0.058371,             0.00571,             0.00571,             0.00571
                 132,            0.032588,            0.010099,            0.048309,             0.60539,             0.17816,             0.30909,             0.18095,            0.025163,             0.00984,            0.057945,            0.005677,            0.005677,            0.005677
                 133,            0.032119,            0.010373,            0.042164,             0.49981,              0.1153,             0.23642,             0.11782,            0.027328,            0.011574,            0.055202,            0.005644,            0.005644,            0.005644
                 134,            0.034581,            0.010922,            0.043968,             0.46617,             0.22206,             0.26621,             0.15921,             0.02447,            0.011244,            0.052884,            0.005611,            0.005611,            0.005611
                 135,            0.031235,           0.0087724,            0.042274,             0.49838,             0.33596,             0.32862,             0.20054,            0.023961,           0.0091076,            0.048721,            0.005578,            0.005578,            0.005578
                 136,            0.034295,            0.010635,            0.046503,             0.44287,              0.4879,             0.41841,             0.21914,             0.02575,           0.0077782,            0.047385,            0.005545,            0.005545,            0.005545
                 137,            0.033053,           0.0092819,            0.045214,             0.52716,             0.48741,             0.40487,              0.2364,            0.022557,           0.0079069,            0.051559,            0.005512,            0.005512,            0.005512
                 138,            0.034311,           0.0099328,            0.040507,              0.5344,              0.3085,             0.37346,             0.23363,            0.023429,           0.0089798,            0.052505,            0.005479,            0.005479,            0.005479
                 139,            0.034575,           0.0098076,            0.042105,             0.46358,             0.31553,             0.37072,             0.19627,            0.024085,           0.0077229,            0.051796,            0.005446,            0.005446,            0.005446
                 140,            0.029516,            0.010113,            0.035799,             0.46113,              0.5179,             0.45392,             0.26446,            0.021992,           0.0063868,            0.051488,            0.005413,            0.005413,            0.005413
                 141,            0.031502,           0.0099033,            0.042083,             0.45039,             0.50217,             0.48507,               0.282,            0.022081,           0.0058632,            0.045966,             0.00538,             0.00538,             0.00538
                 142,            0.032238,           0.0093088,             0.04043,             0.40326,             0.50814,             0.49405,              0.2761,            0.021825,           0.0062084,             0.04651,            0.005347,            0.005347,            0.005347
                 143,            0.029402,           0.0095993,            0.034678,             0.44761,             0.55511,             0.52007,             0.31686,            0.021201,           0.0055513,            0.048579,            0.005314,            0.005314,            0.005314
                 144,             0.03304,           0.0099375,            0.037703,             0.38868,             0.57791,             0.54777,             0.29602,            0.022783,           0.0057755,            0.049029,            0.005281,            0.005281,            0.005281
                 145,            0.032927,            0.010142,            0.039211,             0.43792,             0.48291,             0.45313,             0.22777,             0.02361,           0.0060158,            0.052695,            0.005248,            0.005248,            0.005248
                 146,            0.031112,            0.010297,            0.038001,             0.41463,              0.3918,             0.38592,             0.17376,            0.028613,           0.0063515,            0.052269,            0.005215,            0.005215,            0.005215
                 147,             0.02925,           0.0083832,             0.03174,             0.46814,             0.42305,             0.41161,             0.19393,            0.023007,           0.0063686,            0.056361,            0.005182,            0.005182,            0.005182
                 148,            0.032913,           0.0090989,            0.038451,             0.59722,             0.30929,             0.38594,             0.22847,            0.023843,           0.0067492,            0.060594,            0.005149,            0.005149,            0.005149
                 149,            0.037015,           0.0094653,            0.039572,             0.53921,              0.2931,             0.33276,             0.20818,            0.023713,           0.0081825,            0.057709,            0.005116,            0.005116,            0.005116
                 150,            0.028035,           0.0091166,            0.033547,             0.44332,             0.30168,             0.39858,             0.22962,             0.02203,           0.0080986,            0.057425,            0.005083,            0.005083,            0.005083
                 151,            0.030613,           0.0094249,            0.042392,             0.52254,             0.33787,             0.34773,             0.18959,            0.024243,           0.0083733,            0.058347,             0.00505,             0.00505,             0.00505
                 152,            0.033091,           0.0097615,            0.037673,             0.53784,             0.38021,             0.41246,             0.20652,            0.023428,           0.0070333,            0.063527,            0.005017,            0.005017,            0.005017
                 153,            0.032582,           0.0093572,            0.038746,             0.56909,             0.21483,             0.28695,             0.12873,            0.026833,           0.0091381,            0.063172,            0.004984,            0.004984,            0.004984
                 154,            0.030905,           0.0087474,            0.032214,             0.55791,             0.26632,             0.30926,             0.12411,            0.028056,           0.0078316,            0.061091,            0.004951,            0.004951,            0.004951
                 155,            0.035709,           0.0095253,            0.040214,             0.47024,             0.28086,             0.35375,             0.19856,            0.023251,           0.0092316,            0.055296,            0.004918,            0.004918,            0.004918
                 156,            0.032981,           0.0094615,            0.037302,            0.035829,             0.72414,             0.26863,             0.13634,            0.026702,            0.010389,            0.059151,            0.004885,            0.004885,            0.004885
                 157,            0.032827,           0.0098631,            0.033963,             0.45172,             0.32178,             0.46484,             0.26378,            0.022206,           0.0062809,            0.058276,            0.004852,            0.004852,            0.004852
                 158,            0.034003,           0.0093751,            0.035136,             0.36952,             0.44455,             0.52801,             0.29795,            0.021058,           0.0056829,            0.053499,            0.004819,            0.004819,            0.004819
                 159,            0.031559,           0.0096274,            0.039131,              0.3981,             0.49643,             0.51489,             0.26644,            0.025066,           0.0056295,            0.051181,            0.004786,            0.004786,            0.004786
