               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 139,            0.032427,           0.0096219,             0.04401,             0.46762,             0.42427,             0.40694,             0.23065,            0.023838,           0.0068773,            0.046852,           0.0065845,           0.0065845,           0.0065845
                 140,            0.033534,            0.010314,            0.045818,             0.38177,             0.52493,             0.46132,              0.2699,             0.02153,           0.0064497,            0.047733,           0.0065598,           0.0065598,           0.0065598
                 141,            0.028974,           0.0096247,             0.04108,             0.40944,             0.53717,             0.48493,             0.26917,            0.024889,           0.0064707,            0.050155,            0.006535,            0.006535,            0.006535
                 142,             0.03255,           0.0095523,            0.043114,              0.3771,             0.44331,             0.40343,             0.21625,            0.023112,           0.0072094,            0.050733,           0.0065102,           0.0065102,           0.0065102
                 143,            0.029136,           0.0099354,            0.038219,             0.35314,             0.41407,             0.41547,             0.22961,            0.024779,            0.007081,            0.049737,           0.0064855,           0.0064855,           0.0064855
                 144,             0.03591,            0.010311,            0.043594,             0.39892,             0.55695,             0.45845,             0.25766,            0.023296,           0.0064262,            0.047807,           0.0064608,           0.0064608,           0.0064608
                 145,            0.030246,            0.010447,            0.043433,             0.40099,             0.41349,             0.36844,               0.198,            0.024485,           0.0078005,            0.049268,            0.006436,            0.006436,            0.006436
                 146,             0.03179,           0.0095377,            0.042882,             0.36636,             0.35315,             0.37472,             0.21407,            0.020804,           0.0069798,            0.053487,           0.0064112,           0.0064112,           0.0064112
                 147,            0.031082,            0.010019,            0.044873,             0.49306,             0.34809,             0.38444,             0.22797,            0.022919,           0.0085805,            0.052244,           0.0063865,           0.0063865,           0.0063865
                 148,            0.031922,            0.010222,            0.042377,             0.54375,             0.35788,             0.31843,             0.19677,             0.02308,           0.0075308,            0.054511,           0.0063618,           0.0063618,           0.0063618
                 149,            0.028207,           0.0096286,            0.035034,             0.44768,             0.50065,              0.4369,             0.24145,            0.022314,           0.0053357,            0.052976,            0.006337,            0.006337,            0.006337
